,Network,Station,Location,Channel,Start,End
1363,2A,BBS09,,HHZ,2018-02-12T00:00:00.000000Z,2018-02-13T00:00:00.000000Z
1364,2A,BBS05,,HHE,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1365,2A,BBS05,,HHN,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1366,2A,BBS05,,HHZ,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1367,2A,BBS09,,HHE,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1368,2A,BBS09,,HHN,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1369,2A,BBS09,,HHZ,2018-02-13T00:00:00.000000Z,2018-02-14T00:00:00.000000Z
1370,2A,BBS05,,HHE,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
1371,2A,BBS05,,HHN,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
1372,2A,BBS05,,HHZ,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
1373,2A,BBS09,,HHE,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
1374,2A,BBS09,,HHN,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
1375,2A,BBS09,,HHZ,2018-02-14T00:00:00.000000Z,2018-02-15T00:00:00.000000Z
